1.20249286E+0	1.46688852E+0	8.91824773E-1	NaN	0.00000000E+0
1.47870005E-1	4.52116795E+1	3.53560784E+0	NaN	0.00000000E+0
-1.35175907E+0	6.88978552E-1	8.48599790E-1	NaN	0.00000000E+0
6.02640360E-1	1.61220276E+1	3.23236931E+0	NaN	0.00000000E+0
-4.53375153E-1	2.02337164E+1	2.89943027E+0	NaN	0.00000000E+0
9.02566210E-1	5.34797178E+0	1.34474849E+0	NaN	0.00000000E+0
-1.39500000E-3	4.02560624E+1	1.79718702E+0	NaN	0.00000000E+0
3.02715046E-1	3.33472412E+1	3.32000514E+0	NaN	0.00000000E+0
4.53375153E-1	2.42518615E+1	2.70782640E+0	NaN	0.00000000E+0
1.05322692E+0	2.71315852E+0	1.98509747E+0	NaN	0.00000000E+0
-1.50242058E+0	1.54742211E-1	1.22811846E-1	NaN	0.00000000E+0
1.35315408E+0	7.85702454E-1	4.95541091E-1	NaN	0.00000000E+0
7.49115692E-1	9.72780278E+0	1.45575901E+0	NaN	0.00000000E+0
1.50242058E+0	5.23854413E-1	1.53495821E-1	NaN	0.00000000E+0
-3.01320045E-1	2.94882019E+1	1.65566049E+0	NaN	0.00000000E+0
-9.01171205E-1	6.48197788E+0	2.82614592E+0	NaN	0.00000000E+0
-1.20109785E+0	1.57568225E+0	2.11217007E-1	NaN	0.00000000E+0
-5.97060350E-1	1.29230152E+1	1.32486150E+0	NaN	0.00000000E+0
-7.53300704E-1	1.13035039E+1	1.80656946E-1	NaN	0.00000000E+0
-1.49265005E-1	4.27833271E+1	1.41623051E+0	NaN	0.00000000E+0
-1.05183192E+0	3.40314807E+0	7.31733684E-1	NaN	0.00000000E+0
