1.40197954E+0	4.35967012E-1	1.72520276E-1	NaN	0.00000000E+0
1.60146676E+0	4.16685589E-1	1.30691689E-1	NaN	0.00000000E+0
-1.60146676E+0	1.97869903E-1	1.06079245E-1	NaN	0.00000000E+0
-1.39779450E+0	1.93423782E-1	7.20523138E-2	NaN	0.00000000E+0
-1.19691282E+0	2.82644693E-1	1.17561071E-1	NaN	0.00000000E+0
-9.98821640E-1	1.54650673E+0	4.64487358E-1	NaN	0.00000000E+0
-7.97940836E-1	2.89800518E+0	2.10189519E-1	NaN	0.00000000E+0
-5.97060350E-1	5.83200767E+0	4.05189444E-1	NaN	0.00000000E+0
-3.97575103E-1	1.37901483E+1	9.07700203E-1	NaN	0.00000000E+0
-1.96695013E-1	1.74655706E+1	1.09043811E+0	NaN	0.00000000E+0
1.39500000E-3	2.12110708E+1	1.00496432E+0	NaN	0.00000000E+0
2.00880013E-1	2.08524634E+1	9.21111565E-1	NaN	0.00000000E+0
4.03155108E-1	1.42937274E+1	1.20659758E+0	NaN	0.00000000E+0
6.02640360E-1	8.08063861E+0	5.78451877E-1	NaN	0.00000000E+0
8.00730845E-1	4.44150498E+0	6.06627020E-1	NaN	0.00000000E+0
1.00300666E+0	2.48995481E+0	3.14407891E-1	NaN	0.00000000E+0
1.20109785E+0	9.25768653E-1	1.43454071E-1	NaN	0.00000000E+0
1.40197954E+0	4.17355020E-1	1.31361807E-1	NaN	0.00000000E+0
1.60146676E+0	2.60554824E-1	4.73920483E-2	NaN	0.00000000E+0
-1.59728171E+0	1.36077193E-1	8.99779561E-2	NaN	0.00000000E+0
-1.39779450E+0	1.98279907E-1	1.09518936E-1	NaN	0.00000000E+0
-1.19691282E+0	3.59781035E-1	1.35332376E-1	NaN	0.00000000E+0
-9.98821640E-1	9.57637956E-1	2.04128403E-1	NaN	0.00000000E+0
-7.97940836E-1	2.38792602E+0	4.81519638E-1	NaN	0.00000000E+0
-5.98455353E-1	5.25341374E+0	6.45236043E-1	NaN	0.00000000E+0
-3.97575103E-1	9.77512039E+0	5.10008500E-1	NaN	0.00000000E+0
-1.96695013E-1	1.46128753E+1	3.47540140E-1	NaN	0.00000000E+0
2.79000000E-3	1.73335873E+1	1.74157305E+0	NaN	0.00000000E+0
2.00880013E-1	1.49495426E+1	1.82724704E+0	NaN	0.00000000E+0
4.01760107E-1	9.39516441E+0	4.29086084E-1	NaN	0.00000000E+0
6.01245358E-1	4.39796223E+0	3.09797836E-1	NaN	0.00000000E+0
8.02125850E-1	2.67452397E+0	3.73068399E-1	NaN	0.00000000E+0
1.00300666E+0	8.66316227E-1	1.79117082E-1	NaN	0.00000000E+0
1.20249286E+0	3.64898705E-1	1.23161966E-1	NaN	0.00000000E+0
1.40476956E+0	2.19557529E-1	1.14119443E-1	NaN	0.00000000E+0
1.60146676E+0	1.91967755E-1	9.94195113E-2	NaN	0.00000000E+0
-1.60007174E+0	2.43525527E-1	1.31603702E-1	NaN	0.00000000E+0
-1.39918951E+0	5.08258947E-1	3.15448655E-1	NaN	0.00000000E+0
-1.19830783E+0	8.52505551E-1	4.45811618E-1	NaN	0.00000000E+0
-9.97426633E-1	1.83296472E+0	6.11173899E-1	NaN	0.00000000E+0
-7.96545832E-1	3.60510151E+0	5.86901369E-1	NaN	0.00000000E+0
-5.95665348E-1	9.54043205E+0	2.18710259E+0	NaN	0.00000000E+0
-3.97575103E-1	2.22573959E+1	1.93141514E+0	NaN	0.00000000E+0
-1.98090013E-1	4.46369445E+1	3.09132894E+0	NaN	0.00000000E+0
2.79000000E-3	5.15394869E+1	1.17298910E+0	NaN	0.00000000E+0
2.02275014E-1	5.46184659E+1	3.68653967E+0	NaN	0.00000000E+0
4.03155108E-1	3.84692786E+1	3.16471541E+0	NaN	0.00000000E+0
6.01245358E-1	2.11764116E+1	3.59509313E+0	NaN	0.00000000E+0
8.00730845E-1	9.00432322E+0	1.61697032E+0	NaN	0.00000000E+0
1.00161165E+0	2.16281641E+0	5.35338660E-1	NaN	0.00000000E+0
1.20249286E+0	1.15692937E+0	3.65847082E-1	NaN	0.00000000E+0
1.40337455E+0	8.66666286E-1	2.60907170E-1	NaN	0.00000000E+0
1.60286178E+0	1.61122884E-1	1.21177834E-1	NaN	0.00000000E+0
-1.60286178E+0	1.58342526E-1	6.08440055E-2	NaN	0.00000000E+0
-1.39779450E+0	2.23604694E-1	1.79106931E-1	NaN	0.00000000E+0
-1.19691282E+0	2.89907497E-1	1.70540357E-1	NaN	0.00000000E+0
-9.98821640E-1	6.11662245E-1	2.34104365E-1	NaN	0.00000000E+0
-7.96545832E-1	1.37901295E+0	8.18854420E-1	NaN	0.00000000E+0
-5.97060350E-1	2.61519587E+0	1.58218497E+0	NaN	0.00000000E+0
-3.98970105E-1	7.05513883E+0	2.85844460E+0	NaN	0.00000000E+0
-1.98090013E-1	8.81978161E+0	5.77542206E+0	NaN	0.00000000E+0
1.39500000E-3	2.89450170E+1	8.16312114E+0	NaN	0.00000000E+0
2.02275014E-1	2.81617030E+1	6.63202081E+0	NaN	0.00000000E+0
4.03155108E-1	1.69878242E+1	9.29118168E+0	NaN	0.00000000E+0
6.02640360E-1	1.31806359E+1	4.85860133E+0	NaN	0.00000000E+0
8.00730845E-1	4.53092866E+0	1.96573765E+0	NaN	0.00000000E+0
1.00161165E+0	2.09374951E+0	1.06738730E+0	NaN	0.00000000E+0
1.20109785E+0	1.03655098E+0	6.45667782E-1	NaN	0.00000000E+0
1.40197954E+0	6.45500694E-1	3.80936161E-1	NaN	0.00000000E+0
1.60286178E+0	1.11543918E-1	2.38406905E-2	NaN	0.00000000E+0
