-1.60146676E+0	7.15546082E-1	1.54843107E-1	NaN	0.00000000E+0
-1.39779450E+0	1.06419303E+0	1.09879425E-1	NaN	0.00000000E+0
-1.19691282E+0	2.65532442E+0	2.01679088E-1	NaN	0.00000000E+0
-9.97426633E-1	4.94857367E+0	2.52614305E-1	NaN	0.00000000E+0
-7.96545832E-1	8.22639049E+0	3.33825427E-1	NaN	0.00000000E+0
-5.98455353E-1	1.25020226E+1	2.14474606E-1	NaN	0.00000000E+0
-3.98970105E-1	1.75533738E+1	8.40685079E-1	NaN	0.00000000E+0
-1.98090013E-1	2.30574677E+1	9.07745619E-1	NaN	0.00000000E+0
2.79000000E-3	2.51413066E+1	1.76202649E+0	NaN	0.00000000E+0
2.02275014E-1	2.37850644E+1	8.36300269E-1	NaN	0.00000000E+0
4.03155108E-1	1.85227908E+1	9.01921201E-1	NaN	0.00000000E+0
6.01245358E-1	1.15050006E+1	9.49712236E-1	NaN	0.00000000E+0
8.00730845E-1	7.03464359E+0	4.63371309E-1	NaN	0.00000000E+0
1.00161165E+0	4.15120839E+0	2.92800010E-1	NaN	0.00000000E+0
1.20249286E+0	2.20028343E+0	2.14237938E-1	NaN	0.00000000E+0
1.40337455E+0	1.09423379E+0	1.18724662E-1	NaN	0.00000000E+0
-1.60146676E+0	2.22701959E-1	9.30403418E-2	NaN	0.00000000E+0
-1.39918951E+0	5.23303392E-1	8.80223153E-2	NaN	0.00000000E+0
-1.19830783E+0	1.50849744E+0	2.43634746E-1	NaN	0.00000000E+0
-9.98821640E-1	2.62004808E+0	3.29301156E-1	NaN	0.00000000E+0
-7.97940836E-1	5.68590820E+0	2.34129801E-1	NaN	0.00000000E+0
-5.97060350E-1	1.00398167E+1	8.41175171E-1	NaN	0.00000000E+0
-3.97575103E-1	1.71399824E+1	9.78438632E-1	NaN	0.00000000E+0
-1.96695013E-1	2.33723291E+1	1.17596113E+0	NaN	0.00000000E+0
1.39500000E-3	2.67273222E+1	1.59139756E+0	NaN	0.00000000E+0
2.00880013E-1	2.71328263E+1	1.03601450E+0	NaN	0.00000000E+0
4.03155108E-1	2.10339716E+1	1.39824767E+0	NaN	0.00000000E+0
6.02640360E-1	1.57368085E+1	9.53317533E-1	NaN	0.00000000E+0
8.02125850E-1	8.22708544E+0	7.98505589E-1	NaN	0.00000000E+0
1.00161165E+0	4.26541362E+0	4.86811013E-1	NaN	0.00000000E+0
1.20249286E+0	2.06829804E+0	2.43852186E-1	NaN	0.00000000E+0
1.40337455E+0	9.62477782E-1	1.15848632E-1	NaN	0.00000000E+0
1.60146676E+0	4.02763468E-1	1.41517887E-1	NaN	0.00000000E+0
-1.60146676E+0	1.63087652E-1	2.81479749E-2	NaN	0.00000000E+0
-1.39918951E+0	5.83188137E-1	1.31854343E-1	NaN	0.00000000E+0
-1.19830783E+0	8.26295273E-1	1.11655046E-1	NaN	0.00000000E+0
-9.98821640E-1	2.00443946E+0	2.03317509E-1	NaN	0.00000000E+0
-7.96545832E-1	3.80321253E+0	2.77672793E-1	NaN	0.00000000E+0
-5.97060350E-1	7.27693504E+0	8.78014659E-1	NaN	0.00000000E+0
-3.97575103E-1	1.21903661E+1	7.98003893E-1	NaN	0.00000000E+0
-1.98090013E-1	2.08960534E+1	3.56289901E-1	NaN	0.00000000E+0
1.39500000E-3	2.31135244E+1	9.58397084E-1	NaN	0.00000000E+0
2.00880013E-1	2.37073158E+1	9.37871115E-1	NaN	0.00000000E+0
4.01760107E-1	1.70696679E+1	1.32380117E+0	NaN	0.00000000E+0
6.02640360E-1	1.10105883E+1	8.62305922E-1	NaN	0.00000000E+0
8.02125850E-1	5.53105625E+0	2.69512364E-1	NaN	0.00000000E+0
1.00300666E+0	2.89487756E+0	3.94749669E-1	NaN	0.00000000E+0
1.20109785E+0	1.25308873E+0	7.68063969E-2	NaN	0.00000000E+0
